2019-09-15 16:03		5分	游客没用填写买票情况      	XinVCherish		广西值得去的地方，每个季节都不一样。
2018-04-27 18:08		5分	游客没用填写买票情况      	小米916		很好，值得去！最好挑个天气好的时候去更好哦！
2018-04-27 17:16		5分	游客没用填写买票情况      	鱼儿游2007		2009年去的旅行，太美了。第一次接触这样的大自然，被它的美感震撼到。到处绿油油一片，到处景象万千。一路爬上去，景色很多，随拍即是景。
2018-04-27 08:05		5分	游客没用填写买票情况      	古言新语		《九龙五虎七星伴》远观苍龙披铠甲，近看矗立千层塔，左是九龙围五虎，右有七星伴月下。梯田菜花开上天，龙脊千阶黄金甲。锦绣山川民族绣，劳动人民真伟大。
2018-04-26 23:14		5分	游客没用填写买票情况      	古言新语		《七星伴月戴桂冠》龙脊梯田龙盘山，层层蜿蜒上塔端，高低螺旋五线谱，龙舟载舟月儿弯。龙首高昂八百米，六里九弯梯田环。九龙五虎甲天下，七星伴月戴桂冠。
2018-04-26 17:38		5分	游客没用填写买票情况      	e43****88		景色很美，商业气息还可以吧。木楼不太隔音，饭，菜稍贵！
2018-04-26 11:25		1分	游客没用填写买票情况      	M56****247		交了95元的门票，没想到门口离景区还有20公里左右的上山路，怎么上是个问题，门口有10元的摆渡车送到上面的停车场，再换25一位的摆渡车上山顶，车票都不包括在门票里面。花了130才刚上山，还别说盘山路多难受了。
2018-04-25 19:02		5分	游客没用填写买票情况      	M23****786		虽然去的时候还没灌水，但景色同样令人震撼！从桂林直接坐大巴到金坑索道处，自己走到宾馆，越高景色越壮观，下午游览了一号和二号观景台，第二天上午下山包车到平安寨，七星伴月观景台和九龙五虎都很美！景区太大，金坑到平安寨不方便，如果不包车的话还要转车，而且那车是两个小时一班的&#x20;，除了这点其他体验都很不错，山上竹筒饭好吃，竹筒鸡我觉得一般般。
2018-04-25 10:52		5分	游客没用填写买票情况      	M23****4618		龙脊梯田，是指在龙脊山上开发出的梯田，从广义说叫做龙胜梯田，从狭义上称为龙脊梯田。
2018-04-24 12:10		5分	游客没用填写买票情况      	sherry25		1.清明节去的龙脊梯田，风景不错，但不是看梯田的好时候，植物还没长起来，浅浅的绿，和黄土地颜色对比不够鲜明，层次感略微欠缺，但站在金佛顶拍的照片，有种山河壮丽的感觉，听说5月份会很美。山上山下温差有点大，当时下雨了，山下有点凉，但山上竟然是冷得人瑟瑟发抖，风力很大。&#x0A;2.景区入口进去后，沿着水泥路走几分钟后就是小寨子，此时有条小小的石板路，拾级而上风景会很好；另一条路是继续沿着大路走，路是碎石土路，泥泞、绕远，且风景欠佳。&#x0A;3.如果从桂林出发，要问清楚车子走的高速还是普路，高速约1个多小时，普通路要2个多小时；到达龙脊梯田风景区停车场后，从风景区入口到景区入口，有一个小时的汽车车程。在风景区排队搭乘景区直通车花了半个小时时间。如果车子能直接到景区入口就好了。
2018-04-23 07:05		5分	游客没用填写买票情况      	噢塞		去了两次，分别是夏天和冬天，每个季个都有不同色彩，雨中的朦胧也很美
2018-04-22 20:00		5分	游客没用填写买票情况      	贵哥GG		龙脊梯田是个非常值得去的景区，非常震撼。景区由平安梯田，大寨梯田也叫金坑梯田，古寨梯田组成，平安梯田开发的较早较为完善。大寨梯田最大最为壮观。平安梯田车可以开到九龙五虎观景台，很方便。大寨梯田需要坐索道上去或步行。古寨梯田较小。5月去梯田最好，放水的梯田更有观赏性。
2018-04-21 17:36		4分	游客没用填写买票情况      	M58****484		要选择季节日期，不然没什么景色的，顶峰气温低很多，记住多穿衣服啊
2018-04-20 21:38		4分	游客没用填写买票情况      	M26****3257		值得去，但是最好在端午，秋天这两个季节更美
2018-04-19 18:19		5分	游客没用填写买票情况      	龙卷风FF		风景优美&#x20;，梯田很壮观，值得一看
2018-04-19 10:23		4分	游客没用填写买票情况      	Mrjuan		美丽又漂亮的梯田，行到梯田顶处，还可以感受到大自然风景
2018-04-19 00:37		5分	游客没用填写买票情况      	M47****573		放水了，值得一去，非常精致。。
2018-04-19 00:26		5分	游客没用填写买票情况      	M23****1766		龙脊梯田，世界梯田之最！！！！
2018-04-18 23:51		4分	游客没用填写买票情况      	stone1983122		季节不对&#x20;并没有那么好看的&#x20;但人很少有人没那么挤&#x20;还是值得一看的
2018-04-18 21:21		5分	游客没用填写买票情况      	ko****r		风景不错，可惜4月中还是黄色为主，没有大片的绿色。另外雾气太大，日出看不到
2018-04-18 14:15		5分	游客没用填写买票情况      	_WeCh****342437		挺好的，还是很震撼的，世界农业文明遗产
2018-04-17 06:05		5分	游客没用填写买票情况      	KOMATSU791110		位于广西桂林市龙胜县，自然风光宜人，当地居民朴实淳朴，每年4-10月比较适宜观赏
2018-04-16 22:00		3分	游客没用填写买票情况      	320****918		没有什么特色菜&#x20;原始景区。特点不明确。一般。&#x0A;
2018-04-15 10:54		3分	游客没用填写买票情况      	cherrylll		还没到季节，然后有个奇怪的地方，在携程定的门票。景点工作人员，给我打印出来的是去哪儿网站门票，携程挺好的，定酒店可以加购0元，景点票150减20，景点环境不错，就是没到季节
2018-04-15 09:37		3分	游客没用填写买票情况      	cherrylll		还没有是很漂亮的时候，空气很好。
2018-04-15 06:08		5分	游客没用填写买票情况      	施维文森特		这是一片非常漂亮的梯田。秋季稻子熟的时候是金黄的一片,有灌水的时候也可以去看一下。太美的风景。另外，周边的少数民族的居住地也可以去参观一下。
2018-04-13 14:32		5分	游客没用填写买票情况      	aa-hu		龙脊梯田位于桂林市的龙胜，梯田规模非常弘大，这里坐落着一些古村落，居住着瑶族和壮族的居民，如果有时间在这里住上一晚，可以看日出，竹筒饭很香，走地鸡估计不是真正的土鸡了。
2018-04-13 14:08		1分	游客没用填写买票情况      	M26****4487		请问为什么免门票的！还有卖门票！
2018-04-13 03:32		5分	游客没用填写买票情况      	Cady		因为是租车自驾游，所以直接开上金坑梯田。推荐坐缆车来回，四季都有特色，晴天雨天也有特色，所以不用刻意去找适合的日期去游览的。
2018-04-12 21:47		5分	游客没用填写买票情况      	天生哥		龙脊梯田的壮观，天下第一长发村的长发姑娘，世界的神奇！一层一层的绿色&#x20;有点像千层抹茶蛋糕&#x20;哈哈！大自然是伟大的造物者，看看龙脊梯田就知道~
2018-04-11 09:18		4分	游客没用填写买票情况      	路人		淡季去的，梯田才开始放水，没有秋季的感觉好，但其实很宏伟，好评！
2018-04-11 09:18		4分	游客没用填写买票情况      	路人		去的时候是淡季，梯田才开始放水，没有秋季的感觉，但气势还是很宏伟的！好评！
2018-04-10 23:01		4分	游客没用填写买票情况      	yn****ind		景色壮观，优美，趣味谈不上，休闲放松，呼吸新鲜空气不错。
2018-04-10 21:55		5分	游客没用填写买票情况      	M41****355		山村田园风格。亲子游，甚是喜欢。
2018-04-07 10:50		5分	游客没用填写买票情况      	Christian617		不错，很震撼，自驾可以上去，路还可以，只不过有点窄而已
2018-04-04 23:49		1分	游客没用填写买票情况      	M25****5281		2018-03-30 16:54		4分	游客没用填写买票情况      	士多啤梨梨		梯田门票95，团体90，60岁以上老人门票60&#x2F;人，70岁以上老人免费但需支付10&#x2F;人的清洁费。金坑梯田对小孩老人或者体力缺乏的人来说还是很高的，建议缆车上下。成人往返100&#x2F;人，60岁以上老人往返90&#x2F;人。
2018-03-29 10:04		5分	游客没用填写买票情况      	gqyc		壮观！景色好，空气好，适合踏青
2018-03-27 08:59		5分	游客没用填写买票情况      	南海油菜花		美丽的龙脊梯田，是几百年来壮族人民勤劳耕作地方，壮观！可惜前几天我们过金坑的梯田，没有放水，只有旱田，光线也不太好。幸好平安那边放了部份水，感观完全不同。若果季节、天气、光线适宜，将会是好美的自然风光！
2018-03-26 20:55		4分	游客没用填写买票情况      	M32****777		还可以吧。一下车就被当地民族老板团团围住，建议选择山顶上的住宿
2018-03-26 11:11		4分	游客没用填写买票情况      	HXD2318		路途有点远，而且来的不是时候，但仍能感受到壮观和震撼
2018-03-25 10:43		3分	游客没用填写买票情况      	M56****270		离市区好远好远&#x20;&#x20;国庆堵车不知道多久才去的山路也好颠还站着&#x20;好吧&#x20;终于看见了地理课本上的梯田&#x20;挺漂亮的&#x20;当地的阿姨头发超级长很黑&#x20;住宿的地方&#x20;阿姨送的米酒很好喝
2018-03-25 07:15		5分	游客没用填写买票情况      	M26****9316		首单减10元还是很划算的&#x20;玩了两个平安和大寨&#x20;&#x20;只不过门票不是卡片式的&#x20;不能留做纪念&#x20;&#x20;不过门票的有效期真心长&#x20;可以到
2018-03-24 20:56		5分	游客没用填写买票情况      	鹿车共挽		一定要住一晚，雨后的早晨有山雾。
2018-03-24 11:36		4分	游客没用填写买票情况      	hhhhp		龙脊梯因，是指在龙脊山上开发出的梯田，从广义说叫做龙胜梯田，从狭义上称为龙脊梯田。但去的时候比较大雾，看的不是很清楚，但有种朦胧的感觉
2018-03-23 14:54		5分	游客没用填写买票情况      	诗情画意的旅行		从山脚盘绕到山顶，小山如螺，大山似塔，层层叠叠，高低错落。从高处望去，梯田的优美曲线一条条、一根根、或平行或交叉，蜿蜒如春螺、披岚似云塔，显示了动人心魄的曲线美。其线条行云流水，潇洒柔畅；其规模磅礴壮观，气势恢宏。
2018-03-20 21:51		5分	游客没用填写买票情况      	M22****379		永远不知道人类的极限在哪里，永远不知道最努力的人儿在何方！
2018-03-19 23:12		1分	游客没用填写买票情况      	米乐个饭		雾大的什么也看不见，7个人白白的浪费了2000多大洋并且荒废了一天，把人弄的感冒了,唉，可悲,这是广西行程最不好的一天!
